SMILES,LogD,ds,cluster,Name,LogS,LOG_HLM,LOG_MLM,LOG_Caco_AB,LOG_Caco_Efflux,LOG_MPPB,LOG_MBPB,LOG_MGMB
COc1cncc(CN2CCN(Cc3n[nH]c4cccnc34)CC2)c1,1.2,train,172,E-0014783,-3.5257837359237447,1.2253092817258628,2.8265283063406517,-5.377785977033705,0.8686444383948257,,,
COc1ccc(C(F)(F)F)c2c1cc1c(=O)n(CCCN3CCCCC3)ccn12,3.2,train,282,E-0014784,-4.1444808443322,1.4842998393467859,2.6939027410660605,-4.798876102792621,0.24054924828259971,,,
COc1c(Cl)ccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,2.6,train,81,E-0014785,-4.1444808443322,0.9444826721501687,2.695131297704026,-4.852632892206214,0.22271647114758325,0.414973347970818,0.1367205671564068,
COc1c(Cl)ccc2c3cc[nH]c(=O)c3n(CCCN3CCCCC3)c12,2.3,train,282,E-0014786,-4.109020403010311,1.6053050461411094,3.4689378056654614,-4.7942544590573375,0.22010808804005513,,,
Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,1.8,train,69,E-0014787,-4.092588639225414,1.1613680022349748,2.9008039348103694,-4.452840878672582,0.1553360374650618,1.2624510897304295,1.1280760126687153,
COc1ccc(C(F)(F)F)c2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c12,3.1,train,397,E-0014788,-4.1438755557577,1.2380461031287955,3.1094773009587358,-4.842845560093719,0.37657695705651195,,,
COc1ccc(C(F)(F)F)c2c1c1cc[nH]c(=O)c1n2CCCN1CCCCC1,3.2,train,397,E-0014789,-4.253365801062421,1.5774917998372253,3.0684827137617545,-4.993533957750769,0.3010299956639812,,,
COc1ccc2c(c1)[nH]c1c(C(=O)NCCCN3CCCCC3)ncnc12,1.8,train,37,E-0014790,-4.095825631715837,0.9444826721501687,2.0670708560453703,-4.801068130067791,0.3344537511509309,,,
O=c1c2[nH]c3ccsc3c2ncn1CCCN1CCCCC1,1.0,train,528,E-0014791,-4.081445469449727,2.36078268987328,2.3348556896172914,-4.587707490676953,0.22271647114758325,,,
COc1c(F)ccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,2.1,train,81,E-0014792,-4.073143291050307,1.0755469613925308,2.6390878710837375,-4.58236226034777,0.1673173347481761,,,
COc1c(F)ccc2c3cc[nH]c(=O)c3n(CCCN3CCCCC3)c12,2.0,train,529,E-0014793,-4.11975822410452,1.5954962218255742,3.4563508477418177,-4.536405597812999,0.1673173347481761,,,
Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,3.7,train,11,E-0014794,-3.6798537138889458,1.3283796034387378,2.6816029987308685,-5.610833915635467,0.3891660843645325,0.4623979978989561,0.1673173347481761,
Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,3.6,train,11,E-0014795,-3.623423042943488,1.7737864449811935,2.5359267413955693,-5.536107011014093,0.33243845991560533,,,
CN1CCN(CCCOc2ccc3sc4c(c3c2)SCCN(C)C4=O)CC1,1.7,train,327,E-0014796,-3.705533773838407,0.9912260756924949,2.5237464668115646,-4.641684359917804,0.367355921026019,,,
CC(=O)N[C@@H](C)COc1ccc2sc3c(c2c1)SCCN(C)C3=O,2.1,train,327,E-0014797,-4.213958789757446,0.8864907251724818,1.863322860120456,-4.7972393126068,0.5171958979499743,,,
C[C@H](COc1ccc(-c2ccc3ccncc3c2)cc1)CC(N)=O,3.4,train,113,E-0014798,-5.192464971931146,1.1553360374650619,3.093911741049378,-5.168770306132936,0.29885307640970665,,,
C[C@@H](COc1ccc(-c2ccc3ccncc3c2)cc1)CC(N)=O,3.5,train,113,E-0014799,-5.2564902352715706,0.8260748027008264,2.6715430852625737,-5.029188389127482,0.33243845991560533,,,
COc1cc2cccc(Nc3cccc(-c4cccnc4)n3)c2cn1,3.9,train,425,E-0014800,-5.673664139071248,1.7730546933642626,3.0518082943170914,-5.2247537402597635,0.37106786227173627,,,
Fc1cc2ccncc2cc1-c1ccc(OCCN2CCCC2)cc1,2.6,train,11,E-0014801,-3.6989700043360187,0.8633228601204559,3.073535065058784,-4.93070198788447,0.36548798489089973,,,
COc1cc2ccncc2cc1-c1ccc(OCCN2CCCC2)cc1,2.3,train,11,E-0014803,-3.6497519816658373,1.1398790864012365,2.739493230781615,-4.883724412419456,0.24551266781414982,,,
CN(c1cn(CC2CCNCC2)cn1)c1cccc(-c2cccc(F)c2)n1,0.8,train,119,E-0014804,-3.7399286120149253,0.0,1.8312296938670634,-5.402304814074488,0.7032913781186614,,,
Fc1ccccc1-n1ccc(Nc2ccc(OCCCN3CCCC3)cc2)n1,2.4,train,261,E-0014805,-3.642065152999546,0.919078092376074,2.0755469613925306,-5.112382699664264,0.22010808804005513,,,
Fc1cccc(-n2ccc(Nc3ccc(OCCCN4CCCC4)cc3)n2)c1,2.5,train,261,E-0014806,-3.709965388637482,0.568201724066995,2.184975190698261,-5.272458742971444,0.21748394421390627,0.6989700043360189,0.12057393120584989,
c1cncc(-n2ccc(Nc3ccc(OCCCN4CCCC4)cc3)n2)c1,1.3,train,261,E-0014807,-3.6108339156354674,0.6901960800285137,2.0827853703164503,-4.587539452570039,0.26245108973042947,,,
C[C@@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc12,1.6,train,11,E-0014808,-3.616184634019569,1.24551266781415,1.8182258936139555,-5.663540266151471,0.41830129131974547,,,
C[C@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc12,1.7,train,263,E-0014809,-3.6345120151091,0.8325089127062363,1.9552065375419418,-5.590066876668706,0.5198279937757188,,,
O=C(Cn1cccc(Nc2nccc(-c3cccnc3)n2)c1=O)N1CCC1,1.3,train,104,E-0014810,-3.6038006529042637,0.0,1.9355072658247128,-4.741841806659206,0.4548448600085102,,,
O=C(Cn1cccc(Nc2cc(-c3cccnc3)ccn2)c1=O)N1CCC1,1.5,train,104,E-0014811,-3.657577319177794,0.0,1.7853298350107671,-4.748848656824645,0.4927603890268375,,,
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCOCC1,1.6,train,104,E-0014812,-5.423658649794207,0.6020599913279624,1.8744818176994664,-4.630042392653947,0.4082399653118496,,,
CN1CCN(C(=O)Cn2cccc(Nc3cccc(-c4cccnc4)n3)c2=O)CC1,1.5,train,104,E-0014813,-3.677780705266081,1.2068258760318498,2.35237549500052,-5.031517051446065,0.7218106152125465,,,
Fc1cccc(-c2ccnc(Nc3ccc(CCN4CC(F)(F)C4)cc3)n2)c1,4.4,train,24,E-0014814,,1.6242820958356683,2.814846668604463,,0.10037054511756291,,,
Fc1cccc(-c2ccnc(Nc3ccc(CCN4CC(F)(F)C4)cn3)n2)c1,3.8,train,246,E-0014815,-5.750312572194699,1.5024271199844328,2.662001879389917,-5.275724130399211,0.2741578492636798,,,
CC(C)NCCOc1ccc(-c2cc3cnccc3cn2)cc1,1.3,train,56,E-0014816,-3.6179829574251317,0.5563025007672873,3.18395278626658,-4.574302786637409,0.31806333496276157,,,
c1ncc2cc(-c3ccc(OCCN4CCNCC4)cc3)ccc2n1,0.6,train,310,E-0014817,-3.6516951369518393,1.3521825181113625,2.5368108659915416,-4.927382523454764,0.42975228000240795,,,
c1cc(-c2ccc3cnncc3c2)ccc1OCCN1CCNCC1,0.0,train,310,E-0014818,-3.630784142589857,1.5118833609788744,1.8825245379548805,-5.2225731776106885,0.7442929831226762,,,
COc1ccc(-c2cc(NC3CCN(Cc4cncc(Cl)c4)CC3)n[nH]2)c(OC)c1,3.2,train,519,E-0014819,-3.6757175447023074,2.3634239329171765,3.100577302789596,-4.92959267825988,0.20139712432045145,,,
O=C(c1n[nH]c2cnc(-c3ccccc3)nc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,2.5,train,84,E-0014820,-3.598599459218456,1.6095944092252201,2.7788744720027396,-4.868702203402377,0.4578818967339923,,,
O=C(c1n[nH]c2cnc(-c3ccccc3)nc12)N1CCC(Oc2ccc(Cl)cc2)CC1,4.7,train,276,E-0014821,,0.3010299956639812,1.60422605308447,-5.978810700930062,0.5289167002776547,,,
O=C(c1n[nH]c2cc(-c3ccccn3)cnc12)N1CCC(Oc2ccc(Cl)cc2)CC1,3.9,train,34,E-0014822,-5.863913902615902,0.0,2.400192488592576,-5.931814138253839,0.44404479591807633,,,
O=C(c1n[nH]c2cc(-c3ccccn3)cnc12)N1CCC(Oc2cncc(Cl)c2)CC1,2.9,train,41,E-0014823,-5.548213564475709,1.3159703454569178,2.939419403329317,-5.3535962737769305,0.9965116721541787,,,
Clc1cncc(C2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)c1,3.5,train,237,E-0014824,-3.876148359032914,2.1789769472931693,3.2345425913115284,-4.872247484167026,0.26007138798507473,,,
c1nc2ccc(-c3c[nH]nc3CN3CCC(c4cnnc(C5CC5)c4)CC3)cc2s1,2.8,train,267,E-0014825,-3.563837352959244,1.9014583213961123,2.7715874808812555,-4.931072388317928,0.5899496013257077,,,
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1ccccn1,1.8,train,84,E-0014826,-3.576754126063192,1.173186268412274,2.469232742506612,-5.474955192963154,1.2664668954402414,,,
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cccnn1,1.2,train,84,E-0014827,-3.5391021572434522,0.6127838567197355,1.7846172926328754,-5.787812395596042,1.2911467617318857,,,
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,3.4,train,170,E-0014828,-5.476253533188435,1.414973347970818,2.49373680227684,-5.130181792020672,0.3856062735983121,,,
COc1cncc(OC2CCN(C(=O)c3cc(-c4cc5ncoc5cc4OC)n[nH]3)CC2)c1,2.9,train,170,E-0014829,-5.308918507877031,1.5899496013257077,2.6527296960692475,-5.059483515067432,0.4913616938342727,,,
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)[nH]n1,2.2,train,170,E-0014830,-4.164943898279883,1.3560258571931227,2.570893036218392,-4.866461091629782,0.5563025007672873,,,
CCC(=O)N1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,0.8,train,26,E-0014831,-3.619788758288394,0.6720978579357175,1.146128035678238,-5.557520230935552,0.8450980400142568,,,
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(CC2CCOCC2)CC1,1.3,train,205,E-0014832,-3.555955204081924,1.235528446907549,2.292477593667784,-4.9657727392294495,0.534026106056135,,,
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(CN2CCCCC2)CC1,0.6,train,205,E-0014833,-3.619788758288394,0.8195439355418687,1.9556877503135057,-5.220403508742176,0.6364878963533654,,,
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(CC(F)(F)F)CC2)CC1,2.3,train,26,E-0014834,-3.5686362358410126,1.9014583213961123,3.210612766352898,-4.821886747685368,0.4487063199050799,,,
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(CC(F)F)CC2)CC1,1.8,train,26,E-0014835,-3.583359492661719,1.6454222693490919,3.0392157659039505,-4.92959267825988,0.4742162640762552,,,
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(CCF)CC2)CC1,1.2,train,26,E-0014836,-3.728158393463501,1.1553360374650619,2.45178643552429,-5.583359492661719,0.9881128402683519,,,
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(CN2CCCCC2)CC1,0.5,train,26,E-0014837,-3.575118363368933,0.3222192947339193,2.140193678578631,-5.531652669587842,0.884228769632604,,,
Clc1ccc(N2CCN(Cc3n[nH]c4cccnc34)CC2)nc1,2.6,train,121,E-0014838,-4.496209316942819,1.0934216851622351,3.452859335795852,-4.546834607474143,0.24551266781414982,,,
O=C(c1n[nH]c2cccc(Cl)c12)N1CCC(Oc2cncc(Cl)c2)CC1,3.3,train,41,E-0014839,-3.630784142589857,1.4329692908744058,2.1894903136993675,-5.0195421077238995,0.30749603791321295,,,0.34635297445063856
O=C(c1n[nH]c2ccc(Cl)cc12)N1CCC(Oc2cncc(Cl)c2)CC1,3.9,train,41,E-0014840,-5.74521031260279,1.0492180226701815,2.095518042323151,-5.380906669373257,0.2576785748691845,,,
O=C(c1n[nH]c2cc(Cl)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,3.8,train,41,E-0014841,-5.647817481888637,1.08278537031645,2.230193378869046,-5.162411561764489,0.26245108973042947,,,
O=C(c1n[nH]c2ccc(Cl)nc12)N1CCC(Oc2cncc(Cl)c2)CC1,2.7,train,41,E-0014842,-5.060980223551334,0.0,2.0253058652647704,-5.077793722560983,0.6404814369704218,,,
O=c1cc2cccc(Nc3cccc(-c4cccnc4)n3)c2c[nH]1,2.7,train,424,E-0014844,-5.422508200162775,1.1613680022349748,2.71281800020785,-4.787812395596042,0.3856062735983121,0.9242792860618817,0.5865873046717549,
c1cnc2cc(-n3ccc(OCC4CNC4)n3)ccc2c1,0.3,train,116,E-0014845,-3.6216020990518625,0.47712125471966244,2.2586372827240764,-4.912573542963715,0.5327543789924978,,,
c1ccc(-n2cc(Nc3ccc(OCCCN4CCCC4)cc3)cn2)nc1,1.7,train,361,E-0014846,-3.673664139071249,1.2988530764097066,1.973589623427257,-4.685922008220787,0.34044411484011833,,,
FC1(F)CN(CCc2ccc(Nc3ccn(-c4cccnc4)n3)cc2)C1,3.2,train,220,E-0014847,-4.913640169325252,1.534026106056135,3.000434077479319,-4.48758245139916,0.26481782300953643,,,
Fc1cccc(-n2ccc(Nc3ccc(CCN4CC(F)(F)C4)cc3)n2)c1,4.3,train,220,E-0014848,-5.868702203402377,1.462397997898956,2.5299434016586693,-5.642065152999546,0.36548798489089973,,,
c1cc2ccc(-c3ccc(CCCN4CCCCC4)cc3)cc2cn1,2.9,train,225,E-0014849,-3.6635402661514704,0.9542425094393249,2.875177059814704,-5.175223537524454,0.37474834601010387,,,
C[C@@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCC(F)(F)CC4)cc3)cc12,3.2,train,263,E-0014851,-3.7471469690201067,1.591064607026499,2.2092468487533736,-5.863279432843593,0.69284691927723,,,
C[C@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCC(F)(F)CC4)cc3)cc12,3.2,train,263,E-0014852,-3.785156151952302,1.5921767573958667,2.2920344359947364,-5.928117992693875,0.7895807121644255,,,
CN1CCC(C(F)(F)c2ccc(N(C)c3cccc(-c4cccnc4)n3)cc2)CC1,3.7,train,219,E-0014853,-4.412289034981089,1.9804578922761,3.321142565229448,-5.920818753952375,0.6830470382388496,,,
CC(C)NCCOc1ccc(-c2ccc3ncncc3c2)cc1,1.4,train,310,E-0014854,-3.653647025549361,0.07918124604762482,2.9091279419892606,-4.787546038959724,0.36361197989214433,,,
c1cc2ccc(-c3ccc(OCCN4CCNCC4)cc3)nc2cn1,0.7,train,480,E-0014855,-3.677780705266081,0.0,1.9694159123539814,-4.926648297613099,0.4487063199050799,,,
CC(C)NCCOc1ccc(-c2ccc3ccncc3n2)cc1,1.4,train,480,E-0014856,-3.712198270069774,0.0,2.5186455243303114,-4.767003889607846,0.34044411484011833,,,
c1cc2ncc(-c3ccc(OCCN4CCNCC4)cc3)cc2cn1,0.6,train,310,E-0014857,-3.8041003475907664,0.4471580313422192,2.036628895362161,-5.027797161620936,0.5943925503754267,,,
c1cc2cnc(-c3ccc(OCCN4CCNCC4)cc3)cc2cn1,0.7,train,651,E-0014858,-3.6439741428068775,0.11394335230683679,2.3914644118391033,-4.867420152340263,0.42975228000240795,,,
c1cc2ccc(-c3ccc(OCCN4CCC4)cc3)cc2cn1,2.2,train,11,E-0014859,-3.673664139071249,0.8976270912904415,3.330718078732588,-4.945004138470859,0.3159703454569178,,,
COC1CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,3.2,train,56,E-0014860,-4.24184537803261,1.130333768495006,2.710625015060797,-5.041914151478915,0.36548798489089973,,,
COC1(C)CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,3.4,train,11,E-0014861,-3.7721132953863266,1.380211241711606,2.4101020766428607,-4.9677842967020185,0.3159703454569178,,,
c1cc2ccc(-c3ccc(OCCN4CC5(CCO5)C4)cc3)cc2cn1,3.1,train,11,E-0014862,-3.712198270069774,1.3443922736851108,2.6483600109809315,-4.962972120244225,0.24303804868629444,,,
C[C@@H]1CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C[C@H](C)O1,4.1,train,11,E-0014863,-4.795880017344075,1.9609461957338314,2.717670503002262,-5.191789027075778,0.3010299956639812,,,
c1ccc(-n2ccc(Nc3ccc(OCCCN4CCOCC4)cc3)n2)nc1,3.1,train,261,E-0014864,-5.086186147616283,1.287801729930226,2.2523675144598987,-4.8958544494459915,0.2355284469075489,,,
c1cc(-c2ccc3cnsc3c2)ccc1OCCN1CCOCC1,3.6,train,107,E-0014865,-4.7121982700697735,1.436162647040756,2.649334858712142,-5.079354998593212,0.21748394421390627,,,
Clc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2ccnnc2)n1,2.2,train,126,E-0014866,-3.692503962086787,0.9912260756924949,2.374381698050882,-4.5230235342404725,0.26481782300953643,,,
Cc1cc(-c2ccc3ccncc3c2)ccc1OCCN1CCOCC1,3.9,train,115,E-0014867,-4.694648630553377,1.506505032404872,2.977128900580682,-5.3979400086720375,0.2764618041732442,,,
O=C(c1n[nH]c2ccc(-c3ccccn3)nc12)N1CCC(Oc2ccc(Cl)cc2)CC1,4.0,train,276,E-0014868,-4.8696662315049934,0.5563025007672873,2.3681008517093516,-5.772113295386326,0.6803355134145632,,,
O=C(c1n[nH]c2cnc(-c3ccccc3)nc12)N1CCC(Oc2cncc(Cl)c2)CC1,3.7,train,41,E-0014869,-4.6777807052660805,1.130333768495006,2.271376871894075,-5.627087997029894,0.6954816764901974,,,
COc1ccc(Nc2nccc(N(CCCc3ccncc3)C3CC3)n2)cc1,3.8,train,214,E-0014870,-5.354577730650908,2.7091851295502454,3.4358921230156536,-5.428291168191312,0.3053513694466238,,,
COc1ncc(Oc2cccc(N(CCc3ccncc3)C3CC3)c2)cn1,3.8,train,620,E-0014871,-5.20690839982342,2.9245377177754897,3.5383097593817334,-4.950781977329818,0.23299611039215382,,,
CN1[C@@H]2CC[C@H]1C[C@H](OC1CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC1)C2,-0.6,train,26,E-0014872,-3.5228787452803374,0.36172783601759284,1.591064607026499,-5.882728704344236,0.6454222693490919,,,
CN1[C@@H]2CC[C@H]1C[C@@H](OC1CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC1)C2,-0.5,train,26,E-0014873,-3.543633966870957,0.3424226808222063,1.8639173769578605,-5.853871964321762,0.5899496013257077,,,
O=C(c1n[nH]cc1C#Cc1ncccn1)N1CCC(OC2CCN(C3CC3)CC2)CC1,0.8,train,194,E-0014874,-3.5316526695878427,0.5563025007672873,2.3100557377508912,-5.7447274948966935,1.3111178426625056,,,
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cncnc1,1.5,train,84,E-0014875,-3.5228787452803374,1.4199557484897578,2.331427296520743,-5.251037138743839,0.8254261177678232,,,
O=C(c1n[nH]cc1C#Cc1ncccn1)N1CCC(Oc2ccc(Cl)cc2)CC1,3.0,train,325,E-0014876,-5.019996628416253,0.8450980400142568,2.1528995963937474,-5.303643611266668,0.5502283530550941,,,
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)n(C)n1,2.2,train,170,E-0014877,-3.54821356447571,1.3856062735983121,2.151676230847048,-4.688034339631634,0.26007138798507473,,,
CCn1cc(-c2ccc3ncsc3c2)c(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)n1,1.9,train,26,E-0014878,-3.5257837359237447,1.6963563887333322,2.5947239464097467,-4.871600731282194,0.424881636631067,,,
CCn1ncc(-c2ccc3ncsc3c2)c1C(=O)N1CCC(OC2CCN(C3CC3)CC2)CC1,2.3,train,26,E-0014879,-3.5528419686577806,2.0382226383687185,2.979912410334717,-4.661543506395395,0.31386722036915343,,,
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C)CC3)CC2)[nH]n1,0.5,train,170,E-0014880,-3.5421181032660076,0.0,0.0,-5.5951662833800615,1.1880843737149382,,,
Clc1cncc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2n[nH]c3cccnc23)c1,2.3,train,21,E-0014881,-3.567030709125594,1.0453229787866574,2.344195715871435,-4.90031935889075,0.45024910831936116,,,
Clc1cncc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2n[nH]c3cccnc23)c1,2.3,train,21,E-0014882,-4.414539270491499,1.4517864355242902,3.0325381792600066,-4.560351570436526,0.3944516808262163,,,
COc1cncc(CN2CCN(C(=O)c3n[nH]c4cccnc34)CC2)c1,0.7,train,34,E-0014883,-3.54515513999149,0.04139268515822508,2.4686426683915115,-5.686132779630847,1.2382970678753937,,,
O=C(c1n[nH]c2cccnc12)N1CCN(c2ccc(Cl)cn2)CC1,2.2,train,34,E-0014884,-4.7121982700697735,0.2041199826559248,1.8506462351830666,-4.936666641048251,0.6444385894678385,,,
COc1cncc(OC2CCN(C(=O)c3n[nH]c4cc(-c5ccccn5)cnc34)CC2)c1,2.3,train,34,E-0014885,-5.165579296318468,1.5820633629117087,2.9293678292400998,-5.721246399047171,1.6071332043915667,,,
COc1cncc(OC2CCN(C(=O)c3cc(-c4ccn5nccc5c4)n[nH]3)CC2)c1,3.2,train,64,E-0014886,-5.6307841425898575,1.6522463410033232,2.3242824552976926,-5.015472686656207,0.5224442335063199,0.7558748556724915,0.7543483357110189,
COc1cncc(OC2CCN(C(=O)c3cccc4[nH]cnc34)CC2)c1,1.8,train,136,E-0014887,-3.537602002101044,1.1038037209559568,2.4234097277330933,-5.045275209020937,0.6989700043360189,,,
O=C(c1cccc2[nH]cnc12)N1CCN(Cc2ccc(Cl)c(F)c2)CC1,2.8,train,321,E-0014888,-3.5072396109731625,1.3117538610557542,2.230704313612569,-4.557677044254426,0.2787536009528289,,,
O=C(c1n[nH]c2c(Cl)cccc12)N1CCC(Oc2cncc(Cl)c2)CC1,4.0,train,41,E-0014889,-4.374687549038326,1.1522883443830565,2.313445370426414,-5.130768280269024,0.28330122870354957,0.414973347970818,0.3053513694466238,
O=C(c1n[nH]c2c(F)cccc12)N1CCC(Oc2cncc(Cl)c2)CC1,3.6,train,41,E-0014890,-5.255707016877324,1.08278537031645,2.1766699326681493,-4.984640244590786,0.30749603791321295,,,
COc1ccc(-c2cc(C(=O)N3CCC(OC4CCOCC4)CC3)[nH]n2)c(OC)c1,2.4,train,67,E-0014891,-4.165579296318468,0.9395192526186185,2.564784384503987,-4.8958544494459915,0.436162647040756,,,
COc1ccc(-c2cc(C(=O)N3CC[C@@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,3.9,train,67,E-0014892,-5.777023550106609,1.5987905067631152,2.5070458724273257,-5.777283528852417,0.33243845991560533,,,
COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,3.9,train,67,E-0014893,-5.542118103266008,2.1182647260894796,2.5542468081661105,-5.790484985457369,0.3010299956639812,,,
COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccccc4)C3)[nH]n2)c(OC)c1,3.8,train,67,E-0014894,-5.783570169123749,2.2579184503140586,2.6953065224318027,-5.489454989793388,0.3926969532596657,,,
COc1ccc(-c2cc(C(=O)N3CC[C@@H](Oc4ccccc4)C3)[nH]n2)c(OC)c1,3.8,train,67,E-0014895,-5.816160962943579,1.8767949762007006,2.5690225860295635,-5.686132779630847,0.3364597338485295,,,
COc1ccc(-c2cc(C(=O)N3CC[C@@H](OC)C3)[nH]n2)c(OC)c1,2.1,train,67,E-0014896,-3.5528419686577806,1.3463529744506386,2.16345955176999,-4.546528766277064,0.27184160653649897,,,
COc1ccc(-c2cc(C(=O)N3CC[C@H](OC)C3)[nH]n2)c(OC)c1,2.1,train,67,E-0014897,-3.555955204081924,1.2304489213782739,2.307923703611882,-4.549596913844634,0.2355284469075489,,,
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ncccc4F)CC3)[nH]n2)c(OC)c1,3.8,train,67,E-0014898,-5.796151536253765,1.1172712956557642,2.938519725176492,-5.316052869248487,0.35793484700045386,,,
Fc1cc(OCCN2CCCC2)ccc1-c1ccc2ccncc2c1,3.0,train,11,E-0014903,-3.6757175447023074,0.8061799739838872,2.931457870689005,-5.010105436281227,0.32428245529769273,,,
NC(=O)Cc1cccc(Nc2nccc(-c3cccnc3Cl)n2)n1,1.5,train,77,E-0014904,-4.655607726314889,0.8573324964312685,2.4008832155483626,-4.69637202361611,0.40993312333129456,,,
NC(=O)Cc1cccc(Nc2nccc(-c3ccnnc3)n2)n1,0.2,train,77,E-0014905,-5.111259039317107,0.0,2.480581786829169,-5.6307841425898575,1.2296818423176759,,,
CNC(=O)Cc1cccc(Nc2nccc(-c3ccnnc3)n2)n1,0.7,train,423,E-0014906,-4.889410289700751,0.0,2.0519239160461065,-5.486782399932061,1.1258064581395268,,,
CN(C)C(=O)Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O,1.7,train,104,E-0014907,-4.3872161432802645,1.0170333392987803,2.1172712956557644,-4.591590421531571,0.33243845991560533,,,
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCC(F)(F)CC1,2.8,train,104,E-0014908,-5.82102305270683,1.8149131812750738,2.8943714538562375,-4.945770090136603,0.2304489213782739,,,
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CC(F)(F)C1,2.3,train,104,E-0014909,-5.609064892896621,1.4563660331290431,2.536053155159205,-4.828858848971618,0.2576785748691845,,,
Fc1cccc(-c2ccnc(Nc3ccc(CCN4CC(F)(F)C4)nc3)n2)c1,3.7,train,246,E-0014910,-5.158640529545145,2.1048284036536553,3.354050785610767,-5.026872146400302,0.3053513694466238,,,
CC(=O)NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,2.3,train,28,E-0014911,-3.677780705266081,1.0,2.4092566520389096,-4.599116784451637,0.3364597338485295,,,
c1cc2ccc(-c3ccc(OCCN4CC5(COC5)C4)cc3)cc2cn1,2.8,train,11,E-0014912,-3.6478174818886373,1.1522883443830565,2.419955748489758,-5.0338582672609675,0.36172783601759284,0.9542425094393249,0.44404479591807633,
CC1(C)CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CCO1,4.1,train,11,E-0014913,-4.692503962086787,1.921686475483602,2.5673793076509788,-5.505845405981558,0.34830486304816066,,,
CC1(C)COCCN1CCOc1ccc(-c2ccc3ccncc3c2)cc1,4.1,train,11,E-0014914,-4.764471553092451,1.9675479762188621,2.6026025204202563,-5.507239610973162,0.3443922736851107,,,
Cn1ncc2cc(-c3ccc(OCCN4CCOCC4)cc3)ccc21,3.2,train,107,E-0014915,-4.61261017366127,1.4899584794248346,2.461798557525109,-4.790216985151485,0.2304489213782739,,,
Cn1cc2cc(-c3ccc(OCCN4CCOCC4)cc3)ccc2n1,2.8,train,107,E-0014916,-4.0996328713435295,0.9344984512435677,2.1386184338994925,-4.584025588623434,0.24303804868629444,,,
