Name,SMILES,LOG_SOL,LOG_HLM,LOG_RLM,LOG_MDR1_ER,LOG_HPPB,LOG_RPPB,cluster,ds
Mol540,CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)COc2ccccc2)CC1,1.959851955,2.011138895,3.027395685,1.490875382,,,49,test
Mol541,O=C(C1CCC1)N1CCC(c2ncc(-c3ccc(F)c(F)c3)[nH]2)CC1,1.756331767,1.635182049,3.438004091,0.544452712,,,497,test
Mol542,CC(C)C(=O)Nc1ncn(Cc2cccnc2)n1,1.579669294,0.675686709,1.027920136,1.212996707,,,165,test
Mol543,Cc1csc(NC(=O)CCc2ccncc2)n1,1.580924976,0.675686709,1.656059852,-0.057438597,,,768,train
Mol544,CSc1cccc(-c2ccccc2-c2nnc(C)o2)c1,1.618466492,2.161347036,3.391068553,-0.18551033,,,1765,train
Mol545,O=C(c1cc(-c2cccc(Cl)c2)on1)N1CCC(n2cccc2)CC1,1.019946682,1.188759793,2.437874177,-0.156295413,,,518,train
Mol546,Nc1ccc2[nH]c(CCc3ccccc3)nc2c1,1.5594278,0.675686709,1.459422646,0.102569807,,,73,train
Mol547,Cc1ccc2c(C(=O)N(C)C)cc(-c3cnc(C(C)C)nc3)nc2c1C,0.385606274,1.222742476,2.921989596,0.289342383,,,1717,train
Mol548,COc1ccc2nc(CN3CCC(O)(c4ccc(C)cc4)CC3)ccc2c1,1.472463897,1.648516134,2.800172495,-0.314692176,,,226,test
Mol549,Fc1ccccc1CN1CCN(c2ncccn2)CC1,1.558708571,1.927878283,2.902895597,-0.144563043,,,672,test
Mol550,CN(Cc1ccn(-c2ccccc2)n1)C(=O)c1ccc(O)nc1,1.59736605,0.675686709,1.027920136,1.488598503,,,667,test
Mol551,O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,1.726727209,1.013805927,3.464581643,-0.204917903,,,1371,test
Mol552,CN(Cc1ccc2c(c1)OCO2)Cc1ccccc1C#N,1.448087667,1.943261973,3.613144912,-0.454856064,,,148,train
Mol553,CC1(C)O[C@@](C)([C@H]2CC3(CCNCC3)CO2)CC[C@@H]1O,1.62910365,0.675686709,1.027920136,-0.353679122,,,828,train
Mol554,CC1(C)CN(CC(=O)NCC#N)c2cccc(Cl)c21,1.455453969,1.327174959,2.64729395,-0.223714513,,,109,train
Mol555,Cc1ccc(C(=O)NC2CCN(CC#N)CC2)cc1Br,0.309630167,0.675686709,1.989467616,-0.045748652,,,529,train
Mol556,Cc1nc(-c2ccc(Cl)c(Cl)c2)n(CC(C)(C)O)n1,1.622524862,0.675686709,1.027920136,-0.197835591,,,213,train
Mol557,Cc1csc(N(C(=O)c2cc3c(C)nn(C)c3s2)C2CC2)n1,1.758381942,2.081761239,2.407188583,-0.192168725,,,517,test
Mol558,CC(=O)Nc1cccc(OC(=O)N2CCOCC2)c1,1.753812784,0.877428941,1.027920136,0.418813542,,,7,test
Mol559,Cc1cccnc1CNc1ccc(C#N)cc1F,1.556181847,1.517354274,2.207171016,-0.280988531,,,656,train
Mol560,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,1.578524605,2.17668439,2.854780773,0.026700372,,,1702,train
Mol561,Cn1cc(NC(=O)[C@@H]2CCCCN2C(=O)OC(C)(C)C)cn1,1.827692289,0.675686709,1.449940989,0.612987096,,,230,test
Mol562,O=C(Nc1ccc(F)cc1F)N1CCn2c1nc1ccccc12,0.785329835,1.894703653,1.954719971,-0.329942806,,,1355,train
Mol563,O=C(Cn1c(-c2ccc(F)cc2)nc2ccccc21)N1CCOCC1,1.736953954,0.675686709,1.027920136,1.108277615,,,240,train
Mol564,C[C@@H](CO)Nc1nc(C(F)(F)F)nc2[nH]cnc12,1.602059991,0.675686709,1.027920136,0.827538202,,,1848,test
Mol565,CC(=O)N1CCN(C(=O)c2ccc(-c3ccc(F)cc3)cc2F)CC1,1.872447648,0.675686709,1.300552009,0.167829909,,,2,train
Mol566,COCc1ccccc1CNc1ccc2cc(C#N)ccc2n1,0.416640507,1.867820908,2.632489686,-0.354728807,,,660,train
Mol567,Cc1csc(CN(C)c2ccnc(N(C)C)n2)n1,1.660770644,1.073058161,2.737356467,-0.238222585,,,76,train
Mol568,Cn1cc(C#N)cc1-c1nc(C2CC2)nn1CCc1ccccc1,1.692318044,2.263813537,3.271445916,-0.030456182,,,1626,train
Mol569,Nc1nnc(-c2ccc3c(c2)OCCO3)o1,1.368658712,0.675686709,1.788309812,-0.182504795,,,413,train
Mol570,N#CCCCN1CCN(c2cc(C#N)ccn2)CC1,1.615318657,0.675686709,2.255197704,-0.251844489,,,266,train
Mol571,CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2,1.623662707,2.100329182,2.949836759,1.344515239,,,30,test
Mol572,CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,1.743039155,0.675686709,1.868850077,0.291271951,,,1796,train
Mol573,CCn1ccc2cc(C(=O)N3CCN(c4ccc(C)cc4)C(=O)C3)ccc21,1.660201201,1.079904468,2.415362368,0.393428153,,,584,train
Mol574,Cn1cc(-c2nnc(NCc3ccc4ccccc4c3)o2)cn1,1.050379756,0.853637382,1.665796678,-0.154029405,,,1154,test
Mol575,Cc1nn(C)c(C)c1NC(=O)CN1CCN(c2nccs2)CC1,1.765072201,0.675686709,1.156458285,1.277060596,,,8,test
Mol576,CCc1c(N)cnn1-c1ccccc1C,1.569841899,0.909235003,2.217907504,-0.169532811,,,689,train
Mol577,Cn1ccc(C(=O)N2CCCC(c3cccc(-c4cccc(Cl)c4)n3)C2)n1,1.426511261,1.799071617,2.825639642,-0.084921164,,,4,train
Mol578,CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2CC(=O)NCc1ccccc1F,1.640580806,2.527626035,3.254931209,0.9964933,,,1239,train
Mol579,CNC(=O)CN(C)c1cccc(F)c1C#N,1.532754379,0.675686709,1.181957861,-0.131891955,,,1901,train
Mol580,O=C(Cc1csc(-c2ccccn2)n1)NC1CCCCCC1,1.05804623,1.939499285,3.3586478,-0.024701654,,,1289,train
Mol581,CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,1.271609301,1.330088946,2.447496029,1.110659648,,,92,test
Mol582,Cc1nc(Cl)cc(Nc2ccc3c(c2)N(C)C(=O)CO3)n1,1.477555332,1.538598866,1.800428369,-0.127475393,,,377,test
Mol583,COc1cc2nc(N)sc2cc1OC,1.513483957,0.675686709,1.098920479,-0.175465056,,,364,train
Mol584,CCOC(=O)C1(Cc2cc(-c3ccc(F)cc3)no2)CCN(Cc2ccccc2O)CC1,0.84135947,2.190611798,2.897525378,0.333624388,,,206,train
Mol585,COc1cc(CN2CCC(c3ccnc(C)n3)CC2)ccc1F,1.851441815,1.050689028,1.867007611,-0.171590374,,,60,train
Mol586,Oc1ccc(CN2CCN(c3cccc(Cl)c3)CC2)cc1,0.342422681,1.526093625,1.954305236,-0.345917416,,,395,train
Mol587,CNC(=O)c1cn(C)nc1CC1CCN(Cc2cnc(-c3ccc(OC)cc3)nc2)CC1,1.759743368,0.675686709,1.37794338,1.31340841,,,499,train
Mol588,Cc1cc(Oc2ncccn2)ccc1NC(=O)c1c(C)oc(C)c1C,1.740046724,0.675686709,2.086619618,-0.096941866,,,698,train
Mol589,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,0.51851394,1.657199319,2.487220417,1.220848853,,,769,test
Mol590,COc1cccc(-c2nc(C(=O)O)cs2)c1OC,1.576571684,0.675686709,1.027920136,-0.038317043,,,323,test
Mol591,COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4cncnc4)cc(C)n3)CC1)CO2,1.358886204,1.69720318,2.302226997,0.153083684,,,19,train
Mol592,Cc1cc(N2CCN(C(=O)OC(C)(C)C)[C@H](C)C2)ncn1,1.713574538,0.975891136,2.094792451,-0.115777617,,,230,test
Mol593,O=C(C(c1ccccc1)c1ccccc1)N1CCOCC(Cc2ccc3cnccc3c2)C1,1.547774705,2.60607381,2.81471827,0.293943516,,,130,train
Mol594,COc1ccc(OCC(=O)N2CCN(C)CC2)cc1,1.72057272,0.675686709,2.124425967,-0.117349553,,,65,train
Mol595,CC(=O)N1CCN(C(=O)CCc2ccc(-c3ccccc3)[nH]2)CC1,1.790707287,0.675686709,1.775544917,0.945804081,,,1380,test
Mol596,Cc1cc(NC(=O)c2cccs2)no1,1.500099192,1.597804842,2.899488912,-0.209614019,,,86,train
Mol597,Cc1csc(N(C(=O)c2ccc(-n3cncn3)c(F)c2)C2CC2)n1,1.727053011,1.217483944,2.333148909,-0.200789714,,,517,test
Mol598,COc1c(C)cnc(CN(C)S(N)(=O)=O)c1C,1.485721426,0.675686709,1.913729104,0.279969626,,,210,train
Mol599,CCc1ccccc1NC(=O)c1cc(C)nc2onc(C)c12,1.123851641,1.71393553,1.724873637,-0.17421145,,,113,train
Mol600,Cc1cc(C(=O)N(C)Cc2ccsc2)no1,1.533009023,1.042575512,2.382701283,-0.184833917,,,1735,train
Mol601,OCCN1CCC(c2ccncn2)CC1,1.573103783,0.675686709,1.546258799,-0.211067313,,,134,test
Mol602,CN(c1ncc(Br)cn1)C1CCS(=O)CC1,1.882638362,0.675686709,1.410541048,-0.025675361,,,784,train
Mol603,CCc1ncnc(N(C)Cc2ccc(N)nc2)c1F,1.542825427,0.675686709,1.645648201,-0.197245538,,,1564,train
Mol604,COc1ncnc2c1CN(Cc1c[nH]nc1-c1ccc(F)cc1)CC2,1.452553063,1.849271962,2.322562459,0.846931076,,,236,train
Mol605,O=C(NCc1cc(F)cc(F)c1)c1ccccn1,1.637189422,0.675686709,1.713036691,-0.143194689,,,191,test
Mol606,CN1CCC(n2ncc3[nH]c(-c4ccc5ccccc5c4)nc32)CC1,1.624282096,1.36890023,2.967422537,1.141719792,,,418,test
Mol607,O=C(Cc1ccc2c(c1)CCC2)Nc1nc2ccccc2o1,0.559906625,2.052963129,3.188676267,-0.302037185,,,638,train
Mol608,Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,1.703205371,0.831357785,1.604139618,0.925071054,,,760,test
Mol609,COCc1cc(-c2nc(CCc3ccccc3)n[nH]2)ccc1OC,1.396722279,1.847788519,3.039764983,0.360701305,,,73,train
Mol610,Cc1nc(C)c2c(C)c(C(=O)N(C)CCN3CCCC3)sc2n1,1.784831178,0.675686709,1.891040997,1.101141102,,,389,test
Mol611,COc1ccccc1CNc1n[nH]c2nc([C@H]3CCCN(CC(=O)N4CCCC4)C3)ccc12,1.739176632,1.360233561,2.625246581,1.642548194,,,67,train
Mol612,Cc1ccc2nc3c(c(C(=O)NCc4cnn(C)c4)c2c1)CCCC3,1.750199728,1.567155811,1.869654071,1.249681772,,,1131,train
Mol613,Clc1cc2ncc(-n3ccnc3)nc2cc1Cl,0.471291711,1.226032503,2.127700734,-0.314355198,,,46,test
Mol614,CN(Cc1ccncc1)Cc1cc2ccccc2nc1O,1.686546899,1.187577119,2.345599152,0.399825638,,,614,test
Mol615,CCC(CC)NC(=O)c1cc(C)nc2onc(C)c12,1.65829765,0.675686709,1.027920136,0.128494074,,,113,train
Mol616,CCCN(C)C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,1.59505509,0.675686709,1.647901076,1.965645119,,,41,train
Mol617,CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,1.843232778,1.016991578,2.511115652,-0.118484638,,,817,train
Mol618,CC(C)c1nc2c(n1C)CCN(C(=O)c1cccc(C(F)(F)F)c1F)C2,1.783903579,1.51506541,2.37697822,0.903656713,,,1376,train
Mol619,COc1cccc(-c2nc(-c3cccnc3)n[nH]2)c1,1.355259906,0.675686709,1.667714385,-0.156317083,,,723,train
Mol620,CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,1.679064318,0.675686709,2.159338557,-0.011133705,,,1405,train
Mol621,N#Cc1ccc(N2CCc3c(ncn3C3CC3)C2)nc1,1.658202253,1.126358727,1.804228055,-0.057022681,,,1602,test
Mol622,O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,1.542576476,1.967187475,3.340824501,-0.268931938,,,862,train
Mol623,N#Cc1cc(F)c(N2CCN(CCO)CC2)c(F)c1,1.615739689,0.675686709,1.027920136,-0.280743974,,,266,train
Mol624,CC(C)c1nnc(CN2CCN(c3nccs3)CC2)o1,1.716587578,0.675686709,2.086754788,-0.01269957,,,270,train
Mol625,O=C(NCc1cccnc1)c1cnn(-c2ccccc2)c1,1.583198774,0.675686709,1.419278183,0.390488192,,,77,train
Mol626,CC(=O)NCC1CCN(C(=O)c2ccc(C)nc2)CC1,1.73239376,0.675686709,1.027920136,2.112832101,,,118,train
Mol627,CC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,1.421932813,1.329682569,2.96168017,-0.251236396,,,63,train
Mol628,CN(Cc1cccnc1)Cc1ccc(C#N)o1,1.487138375,0.990116766,1.843039577,-0.188640098,,,430,test
Mol629,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,0.322219295,0.675686709,2.058813073,0.444209915,,,1542,train
Mol630,Cc1ccc(CCNC(=O)N2CC(C)(C)OC(C)(C)C2)cn1,1.61415871,0.818357878,1.882877294,1.359968571,,,118,train
Mol631,CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)NCc1ccco1)c1ccc(F)cc1,1.545925329,2.118535869,3.0467651,0.982549868,,,1105,train
Mol632,Cc1ccc(F)cc1CNc1cc(C(=O)N(C)C)ccn1,1.676053125,1.046104787,2.600480634,0.027366981,,,684,test
Mol633,COCCc1nc(CCCn2cccn2)n(C2Cc3ccccc3C2)n1,1.330819467,1.399483352,2.740063318,0.993668683,,,1136,train
Mol634,Cn1nc(-c2cn(Cc3ccc(CO)cc3)nn2)c2c(Cl)cccc21,1.283301229,1.001171015,2.278977548,0.709326696,,,1667,train
Mol635,CC(C)c1nnc(CNC(=O)C2(C)CCC2)n1C,1.714664993,0.675686709,1.027920136,1.657440461,,,351,train
Mol636,CSCC[C@@H](CO)n1ccnc1-c1oc2ccccc2c1C,1.864511081,2.22299984,3.301043893,0.545512665,,,1536,train
Mol637,Cc1nn(-c2ccccn2)c2nc(C3CC3)cc(C(=O)O)c12,1.709354776,0.689220037,1.027920136,0.402088014,,,85,test
Mol638,CCc1nc(CC)n(Cc2nc(C)cs2)n1,1.554731377,0.675686709,1.600286626,-0.098623098,,,983,train
Mol639,OCc1ccc(Cn2cc(-c3cc(F)ccc3-n3cccn3)nn2)cc1,1.538322333,1.19044376,2.057521569,0.320064434,,,670,train
Mol640,CC(C)[C@H](NC(=O)c1c(F)cccc1F)C(=O)N1CCOCC1,1.705007959,0.675686709,1.027920136,0.907462376,,,1378,train
Mol641,Cc1nc(CC(=O)NCc2ccccc2)cs1,1.414973348,0.675686709,1.590696972,-0.102357902,,,773,train
Mol642,O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,1.217483944,0.781611782,2.691960689,-0.193582814,,,171,train
Mol643,CC(C)C(=O)N1CC(Cc2nccc3ccn(C)c23)C1,1.79719827,0.675686709,1.715351413,0.862395891,,,1367,train
Mol644,COc1ccc(Nc2nc(N)nc(CN3CCN(Cc4ccccc4)CC3)n2)cc1,1.813647695,1.398183146,2.774065649,1.039028681,,,218,test
Mol645,CCCN(Cc1ccccc1)C(=O)CC1(N)CCC1,1.7513561,0.675686709,2.860404493,1.074962623,,,21,train
Mol646,CN(C)C1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1,1.564666064,0.675686709,1.027920136,-0.561572286,,,284,train
Mol647,Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,1.47957531,2.189582946,3.179797018,0.572330802,,,133,train
Mol648,COC(=O)N1CCCN(C(=O)C(=O)Nc2cccc(C(C)C)c2)CC1,1.766189693,1.82087111,3.0852995,0.028796796,,,292,train
Mol649,O=C(Nc1ccn(Cc2ccccn2)n1)c1c(F)cccc1I,1.786609473,0.675686709,2.120439016,0.454603323,,,508,train
Mol650,CCN1CCC(Nc2nc(C)cc(C)c2C#N)CC1,1.63748973,0.827821428,3.396260039,0.093630466,,,146,train
Mol651,CS(=O)(=O)CCNC(=O)N1CC2(CCCC2)c2ccccc21,1.675503385,0.984302232,2.284187009,0.564677972,,,516,train
Mol652,O=C(COCC1CC1)N1CCCc2ncccc21,1.53032779,1.139060079,1.832681319,-0.083618573,,,1271,train
Mol653,O=C(NCc1ccc(F)cc1)c1ccc(-n2ccnc2)nc1,1.850033258,0.675686709,1.477323878,0.017170884,,,46,test
Mol654,O=C(NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccco1,1.575649615,1.767608484,2.663355048,1.000931599,,,34,train
Mol655,O=C(NC1CCCC1)C(=O)c1ccc2c(c1)CCC2,1.495127881,2.212131649,2.957847591,-0.261492998,,,107,train
Mol656,COc1cc(CNC(=O)NC2CCCCC2)cc(OC)c1O,1.892150278,0.675686709,1.027920136,0.621347066,,,203,train
Mol657,COCc1ccccc1CNc1ccc2nnc(-c3ccccc3)n2n1,0.447158031,2.006217803,2.619622305,0.969947862,,,660,train
Mol658,CN1C(=O)N(CC(=O)NCc2ccc(Cl)cc2)C(=O)C12CCCCC2,1.705007959,2.900687678,3.323269224,0.742348022,,,109,train
Mol659,Cc1ccccc1OC1CCN(C(=O)Nc2ccc3c(c2)ncn3C)CC1,1.427161403,1.058350092,1.736531949,0.939513518,,,80,train
Mol660,CC(C)c1nnc(CN2CCN(c3ccccc3Cl)CC2)o1,1.704665185,1.958988892,2.938850824,-0.1854514,,,270,train
Mol661,O=C(Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1)c1ccco1,1.801815169,0.908699432,2.006974917,1.688285214,,,624,train
Mol662,Cc1ccc2nc(C)c(-c3nc(C)nn3CCO)cc2c1,1.431363764,0.675686709,1.284566077,0.955378496,,,213,train
Mol663,COc1ccc(-c2nnc3ccc(C(F)(F)F)cn23)cc1OC(C)C,1.360025089,1.494766629,2.122215878,0.043807281,,,1722,train
Mol664,COCC(=O)Nc1nc(C)c(C)s1,1.408579125,1.277288245,1.852949412,-0.181257434,,,1869,test
Mol665,Cc1ccc(NC(=O)Cc2c[nH]c3ccccc23)cc1,0.748188027,1.706248252,3.490840789,-0.341856156,,,747,train
Mol666,CC(C)C(=O)N1CCC(Nc2ncnc3ccsc23)CC1,1.680969718,0.675686709,1.283323848,0.816141116,,,217,train
Mol667,Cc1nc(NCc2ccc(F)c(Cl)c2)n(C)n1,1.640878779,0.890253305,1.551913324,-0.10310838,,,1794,train
Mol668,O=C(NCc1cccc(F)c1)c1[nH]nnc1-c1ccccc1,1.321184027,0.675686709,1.241397042,0.136342622,,,22,test
Mol669,Cn1ccc2c(C(=O)Nc3ncn(Cc4cccnc4)n3)cccc21,1.62838893,0.675686709,1.490295665,1.739361105,,,165,test
Mol670,c1ccc2c(N3CCn4c(nnc4C4CC4)C3)ncnc2c1,1.637589786,0.675686709,1.027920136,1.204901305,,,1018,train
Mol671,CCCC(=O)Nc1ccc(-n2cccn2)nc1,1.655426588,0.675686709,1.502577322,-0.252230617,,,313,train
Mol672,CCn1cc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c(C)n1,1.73239376,2.197947343,2.675280542,1.124374909,,,57,train
Mol673,Cc1ccc(C)c(C(=O)Nc2cnc3c(c2)c(C)nn3C)c1,0.367355921,0.814380794,2.110377561,-0.173825201,,,758,train
Mol674,CC(=O)N1CCC(c2ccccn2)CC1,1.684126926,0.675686709,1.027920136,-0.10170638,,,50,test
Mol675,O=C(c1ccc(Cn2nnc(-c3cccc(F)c3)n2)cc1)N1CCCC1,1.033423755,1.084039781,2.095615626,-0.100465634,,,2,train
Mol676,Cc1ccc2nc(C)c(C(=O)NOCc3ccccc3)cc2c1,1.304490528,1.284453294,2.488759353,-0.176650641,,,781,train
Mol677,Cc1ccc(C(=O)C(=O)NC2CCCC2)cc1,1.480006943,2.016958166,2.667588357,-0.327331321,,,107,train
Mol678,O=C(CN1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,1.738384124,1.711284074,2.62188429,0.33521163,,,4,train
Mol679,COc1cccc(CNc2ncc(-c3ccccc3)n2C)c1,1.37051309,2.972102356,3.345169574,-0.268292975,,,680,train
Mol680,O=C(CN1CCCC(c2cncc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,1.817895757,1.937327282,3.034963171,0.238672784,,,4,train
Mol681,Cc1nc2ccccc2c(N)c1C(=O)/C=C/c1ccccc1,1.617105231,1.69904817,2.9648011,-0.613195608,,,161,train
Mol682,O=C(NC[C@H]1COCc2nc3ccccc3n21)c1ccncc1,1.716837723,1.275495631,2.116690743,1.378247677,,,1145,test
Mol683,CCc1ccccc1-c1cn(CCc2cnccn2)nn1,1.441695136,1.393329472,2.461999462,-0.106077702,,,1532,test
Mol684,O=C(NCc1ccc(F)cc1)c1ccccn1,1.541828767,0.675686709,1.3250228,-0.264920922,,,22,test
Mol685,CN1CCN(CCOc2ccccc2N)CC1,1.580810973,0.904499155,2.115344196,-0.26149444,,,78,train
Mol686,Cc1cc(C)n(-c2ccc(C(=O)NCc3cccnc3)cc2)n1,1.65724713,0.675686709,1.974971994,0.694670673,,,191,test
Mol687,CNC(=O)CC1CCN(c2ncccn2)CC1,1.698970004,0.675686709,1.027920136,-0.084611841,,,50,test
Mol688,Cc1ccc(C(=O)C(=O)Nc2c(C)nn(C)c2C)cc1,1.5132176,1.300073495,2.062220862,-0.210777295,,,185,train
Mol689,CCCn1ncnc1-c1ccccc1SC,1.29841638,1.916432891,2.883842495,-0.097881451,,,157,train
Mol690,O=C(CCc1cccs1)Nc1ccc(N2CCOCC2)cn1,1.507720977,1.335197045,1.691982757,-0.208932317,,,70,test
Mol691,Cc1nccc(-c2cccc(NCC(=O)NCC(=O)N3CCCC3)c2)n1,1.842297134,0.675686709,1.209032197,1.637477924,,,90,test
Mol692,CC(C)C(=O)Nc1ccc2cnn(C(C)C)c2c1,1.361538971,1.145910834,1.746696459,0.152783332,,,626,train
Mol693,O=C(c1ccccc1-n1cccn1)N1CCN(Cc2cccnc2)CC1,1.735439203,1.748141493,2.781462396,1.285122407,,,554,test
Mol694,O=C(O)CCn1c2ccccc2c2ccccc21,1.716086854,0.675686709,1.056218581,-0.092206169,,,686,train
Mol695,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,1.704150517,0.675686709,1.027920136,0.477269457,,,1245,train
Mol696,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,0.95616843,1.694429691,2.397602865,1.597450047,,,1332,test
Mol697,c1ccc2c(c1)CN(c1cnc3ccccc3n1)CCN2,1.399500661,1.972836686,2.797649026,-0.267526541,,,455,test
Mol698,N#Cc1cccnc1NCCc1ccc(F)cc1,0.42975228,2.251881455,3.062367604,-0.285026975,,,45,train
Mol699,N#CCCCN1CCC(c2c[nH]c3ccccc23)CC1,1.737033531,1.376668186,3.238583242,-0.337708825,,,1035,train
Mol700,CCn1c(C)nc2cc(NC(=O)c3ccc(=O)n(CC(=O)N4CCCCC4)c3)ccc21,1.894316063,0.675686709,1.739065768,0.610390196,,,4,train
Mol701,Cc1nn(C)c(C)c1C(=O)NCc1ccccc1,1.738066715,0.675686709,1.027920136,-0.104769472,,,22,test
Mol702,CC(C)n1ccc(C(=O)N2CCS(=O)(=O)C(C)(C)C2)n1,1.666892211,0.675686709,1.527023786,0.383073854,,,576,train
Mol703,Cc1nc2cc(NC(=O)Cc3c(C)nc4ccccc4c3C)ccc2o1,1.363799945,0.932270776,2.404046486,0.660039674,,,747,train
Mol704,C[C@@H](c1ccc2ccc(O[C@H]3CC[C@@H](C(F)(F)F)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2,1.864511081,0.879841056,1.551718299,1.714525577,,,208,train
Mol705,Cc1ccccc1-n1c(CC2CCN(C(=O)C3CC3)CC2)n[nH]c1=O,1.681060244,0.675686709,1.428750149,2.067757711,,,549,train
Mol706,Cn1c(CNC(=O)Cc2cccc3ccccc23)nc2ccccc21,1.002166062,2.272319764,3.20146677,0.366691248,,,179,train
Mol707,CS(=O)(=O)CCc1nc(C2(c3ccccc3)CC2)nn1-c1ccccc1,1.486005186,0.7513561,2.118403625,0.770866246,,,516,train
Mol708,Cc1nc2ncccn2c1C(=O)N(CC#Cc1ccccc1)C1CCCC1,1.632760888,1.804405246,3.667165383,0.287250085,,,492,test
Mol709,CC(C)c1noc2nc(C3CC3)cc(C(=O)N3CCN(C)C(=O)C3)c12,1.557988148,0.888235673,1.317290104,1.608618262,,,27,train
Mol710,O=c1[nH]c2ccccc2n1C1CCN(Cc2nnsc2Cl)CC1,0.991226076,1.841709768,2.92712748,0.910401681,,,550,train
Mol711,COc1ccc2nc(C)nc(N3CC(O)(c4ccc(F)cc4)C3)c2c1,1.288472801,1.429832996,2.670159542,0.587329548,,,226,test
Mol712,Fc1ccc(F)c(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,1.42975228,2.020460728,2.611558691,-0.190428001,,,148,train
Mol713,c1cc(CN2CCC(c3ccn[nH]3)CC2)ccn1,1.450249108,0.771587481,1.506897209,0.021452087,,,252,train
Mol714,Cc1[nH]c2ccc(Cl)cc2c1CC(=O)N1CCC(Cc2ncncc2C(N)=O)CC1,1.667452953,2.552589136,3.067908864,1.268655586,,,4,train
Mol715,O=C(NCCN1CCC(c2ccccc2)CC1)c1ccc2ncsc2c1,1.643650038,1.182072104,2.034443953,0.116376658,,,503,test
Mol716,c1ccc(-c2noc(NCC3CCC3)n2)cc1,1.540079089,2.075900822,2.87011057,-0.218256376,,,126,test
Mol717,c1ccc(-c2n[nH]c(C3CCN(c4cnc5ccccc5n4)CC3)n2)cc1,0.792741786,1.02796086,2.056577102,0.077885977,,,1265,train
Mol718,CO[C@H]1CC[C@H](C(=O)NC[C@H]2CC[C@H](c3nnc(-c4nccc5ccccc45)o3)CC2)CC1,1.326540669,2.011430872,2.577812232,0.936409998,,,493,train
Mol719,COc1cccc(OCCCn2cncc2-c2cc3c(cc2OC)OCCCO3)c1,1.979775933,1.22172713,2.026757912,0.722245294,,,1510,train
Mol720,COc1ccc(-c2nc(CC(N)=O)sc2C)cc1.Cl,1.481442629,2.220395778,2.045510741,-0.608487427,,,207,test
Mol721,O=C1NCCCCC1NC(=O)N1CCc2sccc2C1,1.695481676,0.685204134,1.671635597,0.651004567,,,821,train
Mol722,O=C(O)c1ccc(=O)n(CCc2c[nH]c3ccccc23)c1,1.627365857,0.675686709,1.027920136,0.377835025,,,1234,test
Mol723,Cn1ccc(CN2CCC(c3cnccn3)CC2)n1,1.698970004,0.675686709,1.428167203,-0.007503683,,,134,test
Mol724,Cc1nccn1-c1ccc(F)cc1CNC(=O)C(C)C,1.773420723,0.92319219,1.757069426,1.34695206,,,699,train
Mol725,O=C(CN1CCSC1=O)Nc1ccccc1F,1.500236475,0.675686709,1.027920136,-0.131142413,,,673,test
Mol726,COc1ccc(CNCc2cccc3ccccc23)cc1,1.673941999,2.286790932,2.792058836,-0.346785399,,,728,test
Mol727,O=C(NCc1ccccc1)c1ccc(NS(=O)(=O)c2ccc(C3CCCCC3)cc2)cc1,0.195899652,1.908683355,2.603805599,0.429082233,,,512,train
Mol728,Cc1noc(NCc2cccc(-c3cccnc3)c2)n1,1.539327064,1.311690301,2.194960894,-0.123980616,,,186,train
